年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,
2016,新北市,蘿蔔,93,93,30040,2800,
2016,台北市,蘿蔔,58,58,9036,527,
2016,桃園市,蘿蔔,19,19,19783,374,
2016,台中市,蘿蔔,73,73,28746,2106,
2016,台南市,蘿蔔,232,231,43963,10171,
2016,高雄市,蘿蔔,383,383,27761,10631,
2016,宜蘭縣,蘿蔔,30,30,29547,890,
2016,新竹縣,蘿蔔,57,57,17181,981,
2016,苗栗縣,蘿蔔,106,106,20218,2147,
2016,彰化縣,蘿蔔,353,353,36513,12882,
2016,南投縣,蘿蔔,102,102,19086,1941,
2016,雲林縣,蘿蔔,826,826,41013,33868,
2016,嘉義縣,蘿蔔,182,182,37438,6814,
2016,屏東縣,蘿蔔,24,24,17210,419,
2016,台東縣,蘿蔔,52,52,19667,1024,
2016,花蓮縣,蘿蔔,32,32,15000,475,
2016,澎湖縣,蘿蔔,6,6,9637,54,
2016,基隆市,蘿蔔,1,1,9951,12,
2016,新竹市,蘿蔔,3,3,20219,53,
2016,嘉義市,蘿蔔,-,-,-,-,
2016,金門縣,蘿蔔,1,1,25603,28,
2016,連江縣,蘿蔔,-,-,-,-,
2016,新北市,胡蘿蔔,6,6,16921,96,
2016,台北市,胡蘿蔔,12,12,11770,141,
2016,桃園市,胡蘿蔔,0,0,17000,1,
2016,台中市,胡蘿蔔,1,1,23333,32,
2016,台南市,胡蘿蔔,602,598,48958,29262,
2016,高雄市,胡蘿蔔,26,26,27840,722,
2016,宜蘭縣,胡蘿蔔,2,2,16226,34,
2016,新竹縣,胡蘿蔔,5,5,12563,66,
2016,苗栗縣,胡蘿蔔,1,1,14898,17,
2016,彰化縣,胡蘿蔔,668,668,31973,21344,
2016,南投縣,胡蘿蔔,2,2,35000,53,
2016,雲林縣,胡蘿蔔,1125,1125,41795,47022,
2016,嘉義縣,胡蘿蔔,1,1,27912,25,
2016,屏東縣,胡蘿蔔,1,1,15020,14,
2016,台東縣,胡蘿蔔,0,0,13903,4,
2016,花蓮縣,胡蘿蔔,2,2,15648,37,
2016,澎湖縣,胡蘿蔔,10,10,10346,101,
2016,基隆市,胡蘿蔔,-,-,-,-,
2016,新竹市,胡蘿蔔,0,0,20222,7,
2016,嘉義市,胡蘿蔔,-,-,-,-,
2016,金門縣,胡蘿蔔,0,0,24922,9,
2016,連江縣,胡蘿蔔,-,-,-,-,
2016,新北市,其他根菜類,1,1,15083,8,
2016,台北市,其他根菜類,-,-,-,-,
2016,桃園市,其他根菜類,0,0,17702,8,
2016,台中市,其他根菜類,0,0,18350,6,
2016,台南市,其他根菜類,40,40,15623,628,
2016,高雄市,其他根菜類,122,122,18865,2294,
2016,宜蘭縣,其他根菜類,0,0,18571,7,
2016,新竹縣,其他根菜類,1,1,10000,7,
2016,苗栗縣,其他根菜類,-,-,-,-,
2016,彰化縣,其他根菜類,8,8,18524,144,
2016,南投縣,其他根菜類,0,0,22000,2,
2016,雲林縣,其他根菜類,179,179,25856,4637,
2016,嘉義縣,其他根菜類,210,210,20187,4244,
2016,屏東縣,其他根菜類,135,135,19648,2657,
2016,台東縣,其他根菜類,-,-,-,-,
2016,花蓮縣,其他根菜類,16,16,10448,169,
2016,澎湖縣,其他根菜類,-,-,-,-,
2016,基隆市,其他根菜類,-,-,-,-,
2016,新竹市,其他根菜類,0,0,12300,1,
2016,嘉義市,其他根菜類,-,-,-,-,
2016,金門縣,其他根菜類,-,-,-,-,
2016,連江縣,其他根菜類,-,-,-,-,
2016,新北市,薑,13,13,18235,244,
2016,台北市,薑,2,2,8500,18,
2016,桃園市,薑,6,6,40588,242,
2016,台中市,薑,77,77,18584,1432,
2016,台南市,薑,3,3,21977,58,
2016,高雄市,薑,33,33,19845,658,
2016,宜蘭縣,薑,63,63,27521,1746,
2016,新竹縣,薑,36,36,17553,626,
2016,苗栗縣,薑,109,109,20435,2232,
2016,彰化縣,薑,2,2,17941,27,
2016,南投縣,薑,195,195,24558,4789,
2016,雲林縣,薑,5,5,24991,136,
2016,嘉義縣,薑,22,22,38522,865,
2016,屏東縣,薑,10,10,16847,161,
2016,台東縣,薑,404,404,23982,9700,
2016,花蓮縣,薑,28,28,16621,465,
2016,澎湖縣,薑,-,-,-,-,
2016,基隆市,薑,-,-,-,-,
2016,新竹市,薑,-,-,-,-,
2016,嘉義市,薑,1,1,16000,16,
2016,金門縣,薑,0,0,21100,0,
2016,連江縣,薑,-,-,-,-,
2016,新北市,芋,82,82,12516,1029,
2016,台北市,芋,3,3,11540,40,
2016,桃園市,芋,7,7,13958,96,
2016,台中市,芋,833,833,16762,13961,
2016,台南市,芋,73,73,20725,1507,
2016,高雄市,芋,69,69,13027,894,
2016,宜蘭縣,芋,23,23,15827,361,
2016,新竹縣,芋,17,17,17491,301,
2016,苗栗縣,芋,589,589,16117,9492,
2016,彰化縣,芋,23,23,21230,479,
2016,南投縣,芋,21,21,12225,253,
2016,雲林縣,芋,80,80,19803,1590,
2016,嘉義縣,芋,56,56,15908,892,
2016,屏東縣,芋,456,456,16198,7378,
2016,台東縣,芋,139,139,6854,952,
2016,花蓮縣,芋,181,181,16193,2927,
2016,澎湖縣,芋,0,0,6168,1,
2016,基隆市,芋,0,0,9923,4,
2016,新竹市,芋,4,4,12285,50,
2016,嘉義市,芋,1,1,14657,15,
2016,金門縣,芋,18,18,27061,492,
2016,連江縣,芋,-,-,-,-,
2016,新北市,馬鈴薯,0,0,20000,1,
2016,台北市,馬鈴薯,-,-,-,-,
2016,桃園市,馬鈴薯,-,-,-,-,
2016,台中市,馬鈴薯,593,593,25019,14844,
2016,台南市,馬鈴薯,104,104,20842,2160,
2016,高雄市,馬鈴薯,0,0,12000,1,
2016,宜蘭縣,馬鈴薯,-,-,-,-,
2016,新竹縣,馬鈴薯,-,-,-,-,
2016,苗栗縣,馬鈴薯,7,7,17500,117,
2016,彰化縣,馬鈴薯,20,20,19533,399,
2016,南投縣,馬鈴薯,1,1,15000,8,
2016,雲林縣,馬鈴薯,1320,1320,20448,26991,
2016,嘉義縣,馬鈴薯,668,668,19961,13336,
2016,屏東縣,馬鈴薯,-,-,-,-,
2016,台東縣,馬鈴薯,-,-,-,-,
2016,花蓮縣,馬鈴薯,2,2,15000,24,
2016,澎湖縣,馬鈴薯,-,-,-,-,
2016,基隆市,馬鈴薯,-,-,-,-,
2016,新竹市,馬鈴薯,-,-,-,-,
2016,嘉義市,馬鈴薯,8,8,15500,124,
2016,金門縣,馬鈴薯,1,1,17600,19,
2016,連江縣,馬鈴薯,-,-,-,-,
2016,新北市,蔥,84,84,12227,1026,
2016,台北市,蔥,14,14,12626,174,
2016,桃園市,蔥,30,30,16495,503,
2016,台中市,蔥,124,124,19200,2377,
2016,台南市,蔥,33,33,15924,523,
2016,高雄市,蔥,133,133,14353,1902,
2016,宜蘭縣,蔥,651,651,20257,13183,
2016,新竹縣,蔥,48,48,15881,766,
2016,苗栗縣,蔥,61,61,11926,728,
2016,彰化縣,蔥,1901,1901,24748,47055,
2016,南投縣,蔥,10,10,12593,126,
2016,雲林縣,蔥,1451,1451,20160,29258,
2016,嘉義縣,蔥,82,82,14765,1204,
2016,屏東縣,蔥,52,52,14866,780,
2016,台東縣,蔥,25,25,13875,342,
2016,花蓮縣,蔥,81,81,12158,982,
2016,澎湖縣,蔥,24,24,7865,189,
2016,基隆市,蔥,1,1,9492,11,
2016,新竹市,蔥,5,5,16223,76,
2016,嘉義市,蔥,0,0,13500,5,
2016,金門縣,蔥,1,1,18058,17,
2016,連江縣,蔥,-,-,-,-,
2016,新北市,蔥頭,-,-,-,-,
2016,台北市,蔥頭,-,-,-,-,
2016,桃園市,蔥頭,-,-,-,-,
2016,台中市,蔥頭,-,-,-,-,
2016,台南市,蔥頭,1113,1064,7910,8414,
2016,高雄市,蔥頭,0,0,9000,2,
2016,宜蘭縣,蔥頭,-,-,-,-,
2016,新竹縣,蔥頭,0,0,10500,0,
2016,苗栗縣,蔥頭,-,-,-,-,
2016,彰化縣,蔥頭,1,1,10360,9,
2016,南投縣,蔥頭,-,-,-,-,
2016,雲林縣,蔥頭,52,52,9554,493,
2016,嘉義縣,蔥頭,77,77,11167,854,
2016,屏東縣,蔥頭,-,-,-,-,
2016,台東縣,蔥頭,-,-,-,-,
2016,花蓮縣,蔥頭,-,-,-,-,
2016,澎湖縣,蔥頭,-,-,-,-,
2016,基隆市,蔥頭,-,-,-,-,
2016,新竹市,蔥頭,-,-,-,-,
2016,嘉義市,蔥頭,-,-,-,-,
2016,金門縣,蔥頭,-,-,-,-,
2016,連江縣,蔥頭,-,-,-,-,
2016,新北市,洋蔥,-,-,-,-,
2016,台北市,洋蔥,-,-,-,-,
2016,桃園市,洋蔥,-,-,-,-,
2016,台中市,洋蔥,0,0,40000,8,
2016,台南市,洋蔥,6,6,34294,209,
2016,高雄市,洋蔥,83,83,41521,3432,
2016,宜蘭縣,洋蔥,-,-,-,-,
2016,新竹縣,洋蔥,-,-,-,-,
2016,苗栗縣,洋蔥,-,-,-,-,
2016,彰化縣,洋蔥,301,301,37535,11313,
2016,南投縣,洋蔥,-,-,-,-,
2016,雲林縣,洋蔥,302,302,37300,11276,
2016,嘉義縣,洋蔥,142,142,54789,7769,
2016,屏東縣,洋蔥,477,477,53158,25365,
2016,台東縣,洋蔥,26,26,41039,1051,
2016,花蓮縣,洋蔥,-,-,-,-,
2016,澎湖縣,洋蔥,-,-,-,-,
2016,基隆市,洋蔥,-,-,-,-,
2016,新竹市,洋蔥,-,-,-,-,
2016,嘉義市,洋蔥,-,-,-,-,
2016,金門縣,洋蔥,-,-,-,-,
2016,連江縣,洋蔥,-,-,-,-,
2016,新北市,韭菜,24,24,12972,316,
2016,台北市,韭菜,0,0,4882,1,
2016,桃園市,韭菜,77,77,30099,2323,
2016,台中市,韭菜,19,19,10682,198,
2016,台南市,韭菜,1,1,10166,12,
2016,高雄市,韭菜,12,12,18119,218,
2016,宜蘭縣,韭菜,33,33,13319,442,
2016,新竹縣,韭菜,10,10,13674,134,
2016,苗栗縣,韭菜,4,4,15383,55,
2016,彰化縣,韭菜,467,467,38876,18141,
2016,南投縣,韭菜,1,1,18065,11,
2016,雲林縣,韭菜,3,3,15579,44,
2016,嘉義縣,韭菜,0,0,5500,2,
2016,屏東縣,韭菜,14,14,9707,137,
2016,台東縣,韭菜,2,2,17297,40,
2016,花蓮縣,韭菜,60,60,16107,973,
2016,澎湖縣,韭菜,0,0,7000,0,
2016,基隆市,韭菜,1,1,10000,6,
2016,新竹市,韭菜,0,0,12330,1,
2016,嘉義市,韭菜,-,-,-,-,
2016,金門縣,韭菜,0,0,11000,0,
2016,連江縣,韭菜,-,-,-,-,
2016,新北市,蒜,19,19,12694,245,
2016,台北市,蒜,1,1,6174,6,
2016,桃園市,蒜,4,4,15276,56,
2016,台中市,蒜,3,3,15323,39,
2016,台南市,蒜,0,-,-,-,
2016,高雄市,蒜,0,0,16889,3,
2016,宜蘭縣,蒜,153,153,19903,3050,
2016,新竹縣,蒜,11,11,13441,145,
2016,苗栗縣,蒜,16,16,11970,194,
2016,彰化縣,蒜,75,75,12629,944,
2016,南投縣,蒜,92,92,17156,1575,
2016,雲林縣,蒜,169,169,19162,3242,
2016,嘉義縣,蒜,6,6,15475,90,
2016,屏東縣,蒜,0,0,15625,1,
2016,台東縣,蒜,7,7,21008,149,
2016,花蓮縣,蒜,2,2,9193,21,
2016,澎湖縣,蒜,3,3,10377,28,
2016,基隆市,蒜,0,0,9700,0,
2016,新竹市,蒜,1,1,13000,7,
2016,嘉義市,蒜,-,-,-,-,
2016,金門縣,蒜,2,2,21001,33,
2016,連江縣,蒜,-,-,-,-,
2016,新北市,蒜頭,-,-,-,-,
2016,台北市,蒜頭,2,2,5195,8,
2016,桃園市,蒜頭,-,-,-,-,
2016,台中市,蒜頭,0,0,5316,1,
2016,台南市,蒜頭,193,193,6200,1198,
2016,高雄市,蒜頭,-,-,-,-,
2016,宜蘭縣,蒜頭,-,-,-,-,
2016,新竹縣,蒜頭,-,-,-,-,
2016,苗栗縣,蒜頭,0,0,6122,1,
2016,彰化縣,蒜頭,117,117,7779,907,
2016,南投縣,蒜頭,-,-,-,-,
2016,雲林縣,蒜頭,3963,3963,8139,32252,
2016,嘉義縣,蒜頭,32,32,8893,288,
2016,屏東縣,蒜頭,-,-,-,-,
2016,台東縣,蒜頭,1,1,6000,8,
2016,花蓮縣,蒜頭,-,-,-,-,
2016,澎湖縣,蒜頭,-,-,-,-,
2016,基隆市,蒜頭,0,0,9500,0,
2016,新竹市,蒜頭,-,-,-,-,
2016,嘉義市,蒜頭,-,-,-,-,
2016,金門縣,蒜頭,1,1,5084,5,
2016,連江縣,蒜頭,-,-,-,-,
2016,新北市,荸薺,-,-,-,-,
2016,台北市,荸薺,-,-,-,-,
2016,桃園市,荸薺,-,-,-,-,
2016,台中市,荸薺,1,1,14000,7,
2016,台南市,荸薺,-,-,-,-,
2016,高雄市,荸薺,-,-,-,-,
2016,宜蘭縣,荸薺,-,-,-,-,
2016,新竹縣,荸薺,-,-,-,-,
2016,苗栗縣,荸薺,-,-,-,-,
2016,彰化縣,荸薺,8,8,20000,162,
2016,南投縣,荸薺,-,-,-,-,
2016,雲林縣,荸薺,-,-,-,-,
2016,嘉義縣,荸薺,4,4,12662,53,
2016,屏東縣,荸薺,-,-,-,-,
2016,台東縣,荸薺,-,-,-,-,
2016,花蓮縣,荸薺,-,-,-,-,
2016,澎湖縣,荸薺,-,-,-,-,
2016,基隆市,荸薺,-,-,-,-,
2016,新竹市,荸薺,-,-,-,-,
2016,嘉義市,荸薺,-,-,-,-,
2016,金門縣,荸薺,-,-,-,-,
2016,連江縣,荸薺,-,-,-,-,
2016,新北市,竹筍,3104,3061,4555,13945,
2016,台北市,竹筍,505,505,3428,1730,
2016,桃園市,竹筍,881,879,5877,5166,
2016,台中市,竹筍,1129,1129,9793,11054,
2016,台南市,竹筍,3849,3843,9702,37291,
2016,高雄市,竹筍,1729,1727,10461,18065,
2016,宜蘭縣,竹筍,248,244,11653,2848,
2016,新竹縣,竹筍,363,363,6633,2407,
2016,苗栗縣,竹筍,2392,2392,10131,24229,
2016,彰化縣,竹筍,325,325,12499,4066,
2016,南投縣,竹筍,2282,2282,6424,14659,
2016,雲林縣,竹筍,3917,3916,17209,67395,
2016,嘉義縣,竹筍,4882,4255,6154,26186,
2016,屏東縣,竹筍,413,413,9543,3939,
2016,台東縣,竹筍,236,236,5576,1314,
2016,花蓮縣,竹筍,652,652,6094,3975,
2016,澎湖縣,竹筍,-,-,-,-,
2016,基隆市,竹筍,139,139,4599,638,
2016,新竹市,竹筍,22,22,5832,126,
2016,嘉義市,竹筍,85,85,9015,764,
2016,金門縣,竹筍,2,2,3200,5,
2016,連江縣,竹筍,-,-,-,-,
2016,新北市,蘆筍,1,1,3162,2,
2016,台北市,蘆筍,-,-,-,-,
2016,桃園市,蘆筍,-,-,-,-,
2016,台中市,蘆筍,12,12,5863,69,
2016,台南市,蘆筍,99,92,5704,527,
2016,高雄市,蘆筍,12,11,5176,58,
2016,宜蘭縣,蘆筍,0,0,4400,0,
2016,新竹縣,蘆筍,0,0,7581,1,
2016,苗栗縣,蘆筍,1,1,3052,3,
2016,彰化縣,蘆筍,183,183,3957,724,
2016,南投縣,蘆筍,3,3,2060,7,
2016,雲林縣,蘆筍,37,37,5405,199,
2016,嘉義縣,蘆筍,82,82,4166,341,
2016,屏東縣,蘆筍,13,13,4972,64,
2016,台東縣,蘆筍,3,3,2337,7,
2016,花蓮縣,蘆筍,3,3,4382,11,
2016,澎湖縣,蘆筍,-,-,-,-,
2016,基隆市,蘆筍,-,-,-,-,
2016,新竹市,蘆筍,-,-,-,-,
2016,嘉義市,蘆筍,3,3,3058,8,
2016,金門縣,蘆筍,0,0,3892,0,
2016,連江縣,蘆筍,-,-,-,-,
2016,新北市,筊白筍,154,154,4886,753,
2016,台北市,筊白筍,7,7,15445,103,
2016,桃園市,筊白筍,47,47,14654,694,
2016,台中市,筊白筍,16,16,17309,284,
2016,台南市,筊白筍,1,1,11924,9,
2016,高雄市,筊白筍,0,0,14976,3,
2016,宜蘭縣,筊白筍,41,41,12243,508,
2016,新竹縣,筊白筍,15,15,11840,173,
2016,苗栗縣,筊白筍,4,4,16754,72,
2016,彰化縣,筊白筍,2,2,20090,39,
2016,南投縣,筊白筍,1613,1613,25120,40515,
2016,雲林縣,筊白筍,0,0,10873,2,
2016,嘉義縣,筊白筍,3,3,16004,41,
2016,屏東縣,筊白筍,0,0,12000,1,
2016,台東縣,筊白筍,0,0,23676,9,
2016,花蓮縣,筊白筍,11,11,8077,88,
2016,澎湖縣,筊白筍,-,-,-,-,
2016,基隆市,筊白筍,0,0,9900,1,
2016,新竹市,筊白筍,3,3,11672,31,
2016,嘉義市,筊白筍,1,1,9000,5,
2016,金門縣,筊白筍,-,-,-,-,
2016,連江縣,筊白筍,-,-,-,-,
2016,新北市,其他莖菜類,29,29,13914,407,
2016,台北市,其他莖菜類,37,37,5951,222,
2016,桃園市,其他莖菜類,123,123,15284,1878,
2016,台中市,其他莖菜類,10,10,18993,194,
2016,台南市,其他莖菜類,394,393,3168,1246,
2016,高雄市,其他莖菜類,177,177,18940,3358,
2016,宜蘭縣,其他莖菜類,21,21,12353,264,
2016,新竹縣,其他莖菜類,14,14,11158,161,
2016,苗栗縣,其他莖菜類,77,77,12695,984,
2016,彰化縣,其他莖菜類,354,354,28245,9993,
2016,南投縣,其他莖菜類,7,7,18809,128,
2016,雲林縣,其他莖菜類,347,347,23480,8146,
2016,嘉義縣,其他莖菜類,237,237,13178,3129,
2016,屏東縣,其他莖菜類,8,8,11064,85,
2016,台東縣,其他莖菜類,4,4,12583,50,
2016,花蓮縣,其他莖菜類,62,62,11752,727,
2016,澎湖縣,其他莖菜類,9,9,9095,86,
2016,基隆市,其他莖菜類,0,0,9528,4,
2016,新竹市,其他莖菜類,2,2,10947,18,
2016,嘉義市,其他莖菜類,1,1,10363,10,
2016,金門縣,其他莖菜類,0,0,24300,9,
2016,連江縣,其他莖菜類,-,-,-,-,
2016,新北市,甘藍,108,108,32231,3491,
2016,台北市,甘藍,52,52,9943,513,
2016,桃園市,甘藍,82,82,33632,2760,
2016,台中市,甘藍,542,542,56603,30669,
2016,台南市,甘藍,469,462,44127,20406,
2016,高雄市,甘藍,176,176,38126,6701,
2016,宜蘭縣,甘藍,1318,1318,65616,86496,
2016,新竹縣,甘藍,201,201,34637,6970,
2016,苗栗縣,甘藍,177,177,28052,4956,
2016,彰化縣,甘藍,1412,1411,39148,55231,
2016,南投縣,甘藍,708,708,51319,36340,
2016,雲林縣,甘藍,1954,1954,46458,90794,
2016,嘉義縣,甘藍,565,565,45079,25473,
2016,屏東縣,甘藍,376,376,39172,14747,
2016,台東縣,甘藍,261,261,33640,8787,
2016,花蓮縣,甘藍,227,227,20715,4696,
2016,澎湖縣,甘藍,28,28,13682,386,
2016,基隆市,甘藍,0,0,9250,4,
2016,新竹市,甘藍,6,6,17863,111,
2016,嘉義市,甘藍,2,2,28928,63,
2016,金門縣,甘藍,3,3,26223,73,
2016,連江縣,甘藍,-,-,-,-,
2016,新北市,大芥菜,61,61,15475,938,
2016,台北市,大芥菜,52,52,11044,578,
2016,桃園市,大芥菜,17,17,22389,382,
2016,台中市,大芥菜,7,7,15462,101,
2016,台南市,大芥菜,167,167,48037,7999,
2016,高雄市,大芥菜,32,32,15298,488,
2016,宜蘭縣,大芥菜,7,7,17596,115,
2016,新竹縣,大芥菜,48,48,20473,986,
2016,苗栗縣,大芥菜,68,68,27731,1883,
2016,彰化縣,大芥菜,31,31,31973,986,
2016,南投縣,大芥菜,1,1,19654,20,
2016,雲林縣,大芥菜,249,249,22581,5617,
2016,嘉義縣,大芥菜,479,479,23872,11434,
2016,屏東縣,大芥菜,1,1,14420,16,
2016,台東縣,大芥菜,2,2,19441,48,
2016,花蓮縣,大芥菜,30,30,13707,406,
2016,澎湖縣,大芥菜,2,2,8730,17,
2016,基隆市,大芥菜,1,1,9284,9,
2016,新竹市,大芥菜,2,2,12703,21,
2016,嘉義市,大芥菜,8,8,21200,176,
2016,金門縣,大芥菜,0,0,21667,5,
2016,連江縣,大芥菜,-,-,-,-,
2016,新北市,結球白菜,46,46,30824,1413,
2016,台北市,結球白菜,52,52,13664,705,
2016,桃園市,結球白菜,10,10,19548,200,
2016,台中市,結球白菜,33,33,29352,957,
2016,台南市,結球白菜,15,14,40056,576,
2016,高雄市,結球白菜,34,34,31756,1067,
2016,宜蘭縣,結球白菜,99,99,62898,6228,
2016,新竹縣,結球白菜,50,50,27514,1374,
2016,苗栗縣,結球白菜,12,12,23716,288,
2016,彰化縣,結球白菜,541,534,38194,20395,
2016,南投縣,結球白菜,36,36,34480,1225,
2016,雲林縣,結球白菜,910,910,41412,37703,
2016,嘉義縣,結球白菜,69,69,32707,2266,
2016,屏東縣,結球白菜,61,61,36005,2185,
2016,台東縣,結球白菜,45,45,30072,1362,
2016,花蓮縣,結球白菜,109,109,19005,2078,
2016,澎湖縣,結球白菜,-,-,-,-,
2016,基隆市,結球白菜,0,0,9500,0,
2016,新竹市,結球白菜,1,1,11500,14,
2016,嘉義市,結球白菜,1,1,20213,15,
2016,金門縣,結球白菜,2,2,27630,46,
2016,連江縣,結球白菜,-,-,-,-,
2016,新北市,不結球白菜,260,260,15846,4127,
2016,台北市,不結球白菜,96,96,8704,839,
2016,桃園市,不結球白菜,906,906,20704,18749,
2016,台中市,不結球白菜,12,12,13138,162,
2016,台南市,不結球白菜,119,119,16462,1957,
2016,高雄市,不結球白菜,304,304,12536,3814,
2016,宜蘭縣,不結球白菜,8,8,13220,106,
2016,新竹縣,不結球白菜,36,36,15808,567,
2016,苗栗縣,不結球白菜,63,63,14562,918,
2016,彰化縣,不結球白菜,89,89,17923,1594,
2016,南投縣,不結球白菜,10,10,15430,153,
2016,雲林縣,不結球白菜,2705,2705,20313,54940,
2016,嘉義縣,不結球白菜,23,23,13904,320,
2016,屏東縣,不結球白菜,67,67,11269,753,
2016,台東縣,不結球白菜,8,8,11925,96,
2016,花蓮縣,不結球白菜,272,272,12123,3302,
2016,澎湖縣,不結球白菜,36,36,7282,263,
2016,基隆市,不結球白菜,2,2,9767,17,
2016,新竹市,不結球白菜,1,1,10130,15,
2016,嘉義市,不結球白菜,-,-,-,-,
2016,金門縣,不結球白菜,1,1,17256,26,
2016,連江縣,不結球白菜,-,-,-,-,
2016,新北市,甕菜,119,119,17176,2037,
2016,台北市,甕菜,51,51,11418,585,
2016,桃園市,甕菜,299,299,18709,5588,
2016,台中市,甕菜,140,140,14890,2079,
2016,台南市,甕菜,54,54,21495,1157,
2016,高雄市,甕菜,143,143,11988,1709,
2016,宜蘭縣,甕菜,14,14,21250,300,
2016,新竹縣,甕菜,13,13,12775,160,
2016,苗栗縣,甕菜,2,2,12367,23,
2016,彰化縣,甕菜,28,28,22722,646,
2016,南投縣,甕菜,29,29,14452,413,
2016,雲林縣,甕菜,1105,1105,18064,19965,
2016,嘉義縣,甕菜,55,55,12670,703,
2016,屏東縣,甕菜,24,24,12000,294,
2016,台東縣,甕菜,1,1,17233,18,
2016,花蓮縣,甕菜,10,10,9999,98,
2016,澎湖縣,甕菜,6,6,8122,52,
2016,基隆市,甕菜,1,1,9560,7,
2016,新竹市,甕菜,1,1,12444,14,
2016,嘉義市,甕菜,-,-,-,-,
2016,金門縣,甕菜,1,1,15809,9,
2016,連江縣,甕菜,-,-,-,-,
2016,新北市,芹菜,28,28,13907,384,
2016,台北市,芹菜,16,16,10476,168,
2016,桃園市,芹菜,8,8,20394,170,
2016,台中市,芹菜,0,0,16756,5,
2016,台南市,芹菜,9,7,21653,161,
2016,高雄市,芹菜,89,89,14503,1293,
2016,宜蘭縣,芹菜,1,1,20539,22,
2016,新竹縣,芹菜,14,14,12516,172,
2016,苗栗縣,芹菜,9,9,12017,107,
2016,彰化縣,芹菜,191,191,23618,4504,
2016,南投縣,芹菜,-,-,-,-,
2016,雲林縣,芹菜,629,629,20891,13135,
2016,嘉義縣,芹菜,3,3,14451,37,
2016,屏東縣,芹菜,20,20,12867,252,
2016,台東縣,芹菜,0,0,13966,4,
2016,花蓮縣,芹菜,3,3,9807,25,
2016,澎湖縣,芹菜,1,1,8401,12,
2016,基隆市,芹菜,0,0,9983,2,
2016,新竹市,芹菜,1,1,11251,9,
2016,嘉義市,芹菜,-,-,-,-,
2016,金門縣,芹菜,1,1,21241,15,
2016,連江縣,芹菜,-,-,-,-,
2016,新北市,其他葉菜類,939,939,14410,13532,
2016,台北市,其他葉菜類,336,335,8660,2901,
2016,桃園市,其他葉菜類,3533,3533,17613,62229,
2016,台中市,其他葉菜類,359,359,11852,4253,
2016,台南市,其他葉菜類,224,222,13536,3005,
2016,高雄市,其他葉菜類,774,774,12451,9638,
2016,宜蘭縣,其他葉菜類,427,427,15234,6510,
2016,新竹縣,其他葉菜類,234,234,12624,2959,
