年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,
2015,彰化縣,番茄,378.22,378.07,26521.7023302563,10027.06,
2015,南投縣,番茄,440.32,439.97,26454.4514398709,11639.165,
2015,雲林縣,番茄,548.75,548.75,26596.5047835991,14594.832,
2015,嘉義縣,番茄,937.97,937.97,21242.6676759385,19924.985,
2015,屏東縣,番茄,116.28,116.28,24941.3140694874,2900.176,
2015,台東縣,番茄,165.27,165.27,30043.5408725116,4965.296,
2015,花蓮縣,番茄,55.88,55.88,13227.7380100215,739.166,
2015,澎湖縣,番茄,10.81,10.81,9237.00277520814,99.852,
2015,基隆市,番茄,0,0,0,0,
2015,新竹市,番茄,0.39,0.39,12384.6153846154,4.83,
2015,嘉義市,番茄,4.27,4.27,18492.037470726,78.961,
2015,金門縣,番茄,0.5,0.5,24348,12.174,
2015,連江縣,番茄,0,0,0,0,
2015,新北市,番椒,1.51,1.51,8766.22516556291,13.237,
2015,台北市,番椒,8.75,8.75,10305.7142857143,90.175,
2015,桃園市,番椒,2.65,2.65,6328.30188679245,16.77,
2015,台中市,番椒,88.27,88.27,9650.2095842302,851.824,
2015,台南市,番椒,142.08,141.88,9328.7989850578,1323.57,
2015,高雄市,番椒,206.01,206.01,8833.56633173147,1819.803,
2015,宜蘭縣,番椒,3.9,3.9,9026.66666666667,35.204,
2015,新竹縣,番椒,12.66,12.66,13536.4928909953,171.372,
2015,苗栗縣,番椒,41.9,41.9,8479.0214797136,355.271,
2015,彰化縣,番椒,69.22,69.22,8714.33111817394,603.206,
2015,南投縣,番椒,427.06,427.06,15000.6626703508,6406.183,
2015,雲林縣,番椒,317.89,317.89,12725.8831671333,4045.431,
2015,嘉義縣,番椒,503.71,503.71,8417.81779198348,4240.139,
2015,屏東縣,番椒,342.25,342.25,10602.0511322133,3628.552,
2015,台東縣,番椒,81.87,81.87,7784.80517894223,637.342,
2015,花蓮縣,番椒,63.14,62.64,9350.15964240102,585.694,
2015,澎湖縣,番椒,3.23,3.23,6358.82352941176,20.539,
2015,基隆市,番椒,0.01,0.01,5000,0.05,
2015,新竹市,番椒,0,0,0,0,
2015,嘉義市,番椒,2.5,2.5,6451.2,16.128,
2015,金門縣,番椒,0.51,0.51,9437.25490196079,4.813,
2015,連江縣,番椒,0,0,0,0,
2015,新北市,洋香瓜,0.04,0.04,18200,0.728,
2015,台北市,洋香瓜,0.06,0.06,9500,0.57,
2015,桃園市,洋香瓜,36.4,36.4,18796.0164835165,684.175,
2015,台中市,洋香瓜,25.96,25.96,14178.6979969183,368.079,
2015,台南市,洋香瓜,1682.85,1682.81,12949.9515691017,21792.308,
2015,高雄市,洋香瓜,177.16,177.16,12705.8308873335,2250.965,
2015,宜蘭縣,洋香瓜,39.57,39.2,13441.2755102041,526.898,
2015,新竹縣,洋香瓜,25.47,25.47,14850.4122497055,378.24,
2015,苗栗縣,洋香瓜,1.24,1.24,9842.74193548387,12.205,
2015,彰化縣,洋香瓜,119.97,119.97,25208.8022005501,3024.3,
2015,南投縣,洋香瓜,0.2,0.2,12500,2.5,
2015,雲林縣,洋香瓜,418.61,418.61,18272.7526814935,7649.157,
2015,嘉義縣,洋香瓜,370.21,370.21,12625.4585235407,4674.071,
2015,屏東縣,洋香瓜,6.17,6.17,12884.4408427877,79.497,
2015,台東縣,洋香瓜,0,0,0,0,
2015,花蓮縣,洋香瓜,5.91,2.51,7000,17.57,
2015,澎湖縣,洋香瓜,42.52,42.39,10091.4838405284,427.778,
2015,基隆市,洋香瓜,0,0,0,0,
2015,新竹市,洋香瓜,0,0,0,0,
2015,嘉義市,洋香瓜,0,0,0,0,
2015,金門縣,洋香瓜,0,0,0,0,
2015,連江縣,洋香瓜,0,0,0,0,
2015,新北市,西瓜,52.5,52.49,14611.6784149362,766.967,
2015,台北市,西瓜,0,0,0,0,
2015,桃園市,西瓜,159.79,159.79,20542.1177795857,3282.425,
2015,台中市,西瓜,429.29,429.29,27808.1087376831,11937.743,
2015,台南市,西瓜,2204.05,2202.75,13358.4183407105,29425.256,
2015,高雄市,西瓜,695.4,695.4,14100.4055220017,9805.422,
2015,宜蘭縣,西瓜,699.69,699.53,29637.9426186154,20732.63,
2015,新竹縣,西瓜,43.77,43.77,21653.8725154215,947.79,
2015,苗栗縣,西瓜,338.31,338.31,21075.7618752032,7130.141,
2015,彰化縣,西瓜,487.11,487.11,23292.2235224077,11345.875,
2015,南投縣,西瓜,9,9,17555.5555555556,158,
2015,雲林縣,西瓜,1851.39,1851.39,21359.5579537537,39544.872,
2015,嘉義縣,西瓜,878.69,878.69,15760.1042460936,13848.246,
2015,屏東縣,西瓜,978.9,978.9,16739.9284911636,16386.716,
2015,台東縣,西瓜,123.5,123.5,25233.2226720648,3116.303,
2015,花蓮縣,西瓜,2225.57,1883.03,25770.3706260654,48526.381,
2015,澎湖縣,西瓜,50.66,49.56,8568.42211460855,424.651,
2015,基隆市,西瓜,0,0,0,0,
2015,新竹市,西瓜,1.6,1.6,16000,25.6,
2015,嘉義市,西瓜,0,0,0,0,
2015,金門縣,西瓜,3.43,3.43,17904.9562682216,61.414,
2015,連江縣,西瓜,0,0,0,0,
2015,新北市,香瓜,2.13,2.13,9957.74647887324,21.21,
2015,台北市,香瓜,0.18,0.18,7677.77777777778,1.382,
2015,桃園市,香瓜,7.72,7.72,16608.8082901554,128.22,
2015,台中市,香瓜,38.13,38.13,15400.8130081301,587.233,
2015,台南市,香瓜,174.14,174.14,12562.8689560124,2187.698,
2015,高雄市,香瓜,532.24,532.24,12076.8506688712,6427.783,
2015,宜蘭縣,香瓜,43.65,43.33,14010.7315947381,607.085,
2015,新竹縣,香瓜,6.93,6.93,10171.7171717172,70.49,
2015,苗栗縣,香瓜,35.08,35.08,6608.89395667047,231.84,
2015,彰化縣,香瓜,247.71,247.71,17990.351620847,4456.39,
2015,南投縣,香瓜,1.86,1.86,11553.7634408602,21.49,
2015,雲林縣,香瓜,456.84,456.84,16811.6605376062,7680.239,
2015,嘉義縣,香瓜,318.58,318.58,10292.9876326198,3279.14,
2015,屏東縣,香瓜,335.13,335.13,12411.6820338376,4159.527,
2015,台東縣,香瓜,0.22,0.22,10200,2.244,
2015,花蓮縣,香瓜,1.52,0.8,13625,10.9,
2015,澎湖縣,香瓜,0,0,0,0,
2015,基隆市,香瓜,0,0,0,0,
2015,新竹市,香瓜,0,0,0,0,
2015,嘉義市,香瓜,0.3,0.3,8376.66666666667,2.513,
2015,金門縣,香瓜,0.4,0.4,14700,5.88,
2015,連江縣,香瓜,0,0,0,0,
2015,新北市,草莓,0.08,0.08,5050,0.404,
2015,台北市,草莓,1.07,1.07,11555.1401869159,12.364,
2015,桃園市,草莓,1.39,1.39,6992.80575539568,9.72,
2015,台中市,草莓,5.56,5.56,12267.2661870504,68.206,
2015,台南市,草莓,6.32,6.32,12724.6835443038,80.42,
2015,高雄市,草莓,3.62,3.62,11000,39.82,
2015,宜蘭縣,草莓,0,0,0,0,
2015,新竹縣,草莓,13.25,13.25,9406.56603773585,124.637,
2015,苗栗縣,草莓,408.54,408.54,18945.3590835659,7739.937,
2015,彰化縣,草莓,0.65,0.65,4500,2.925,
2015,南投縣,草莓,10.97,10.97,9743.84685505925,106.89,
2015,雲林縣,草莓,2.13,2.13,6352.11267605634,13.53,
2015,嘉義縣,草莓,1.1,1.1,7000,7.7,
2015,屏東縣,草莓,0.25,0.25,8832,2.208,
2015,台東縣,草莓,1,1,11550,11.55,
2015,花蓮縣,草莓,3.1,3.1,9885.48387096774,30.645,
2015,澎湖縣,草莓,0,0,0,0,
2015,基隆市,草莓,0,0,0,0,
2015,新竹市,草莓,0,0,0,0,
2015,嘉義市,草莓,0,0,0,0,
2015,金門縣,草莓,0,0,0,0,
2015,連江縣,草莓,0,0,0,0,
2015,新北市,其他果菜類,289.02,289.02,10727.4929070653,3100.46,
2015,台北市,其他果菜類,82.03,82.03,8694.70925271242,713.227,
2015,桃園市,其他果菜類,29.83,29.83,14295.5078779752,426.435,
2015,台中市,其他果菜類,216.75,216.75,13326.1822376009,2888.45,
2015,台南市,其他果菜類,1522.77,1521.67,15124.9935925661,23015.249,
2015,高雄市,其他果菜類,1067.87,1066.04,13886.5436568984,14803.611,
2015,宜蘭縣,其他果菜類,131.05,131.05,14780.122090805,1936.935,
2015,新竹縣,其他果菜類,39.62,39.62,12437.7587077234,492.784,
2015,苗栗縣,其他果菜類,181.88,181.88,13632.482955795,2479.476,
2015,彰化縣,其他果菜類,561.29,558.99,19746.3765004741,11038.027,
2015,南投縣,其他果菜類,1276.27,1276.27,14923.3986538899,19046.286,
2015,雲林縣,其他果菜類,917.93,917.93,20000.4771605678,18359.038,
2015,嘉義縣,其他果菜類,1327.94,1327.94,12681.7936051328,16840.661,
2015,屏東縣,其他果菜類,1633.95,1631.32,14098.9769021406,22999.943,
2015,台東縣,其他果菜類,304.32,302.42,16727.8222339792,5058.828,
2015,花蓮縣,其他果菜類,663.42,660.92,14955.6875264782,9884.513,
2015,澎湖縣,其他果菜類,46.13,45.4,11069.3171806167,502.547,
2015,基隆市,其他果菜類,4.09,4.09,9864.54767726161,40.346,
2015,新竹市,其他果菜類,7.24,7.24,12191.2983425414,88.265,
2015,嘉義市,其他果菜類,20.23,20.23,15271.2308452793,308.937,
2015,金門縣,其他果菜類,2.9,2.9,21467.5862068966,62.256,
2015,連江縣,其他果菜類,0,0,0,0,
2014,新北市,蘿蔔,82,82,17470,1425,
2014,台北市,蘿蔔,64,64,9247,596,
2014,台中市,蘿蔔,65,65,36056,2350,
2014,台南市,蘿蔔,253,253,50428,12752,
2014,高雄市,蘿蔔,293,293,37514,10999,
2014,宜蘭縣,蘿蔔,29,29,31587,921,
2014,桃園縣,蘿蔔,33,33,17068,555,
2014,新竹縣,蘿蔔,45,45,18338,829,
2014,苗栗縣,蘿蔔,108,108,23217,2503,
2014,彰化縣,蘿蔔,399,399,38535,15359,
2014,南投縣,蘿蔔,114,114,16085,1831,
2014,雲林縣,蘿蔔,798,798,48988,39080,
2014,嘉義縣,蘿蔔,242,242,40127,9726,
2014,屏東縣,蘿蔔,48,48,16958,821,
2014,台東縣,蘿蔔,40,40,25408,1008,
2014,花蓮縣,蘿蔔,24,24,17480,415,
2014,澎湖縣,蘿蔔,6,6,9765,57,
2014,基隆市,蘿蔔,1,1,9589,8,
2014,新竹市,蘿蔔,5,5,13853,75,
2014,嘉義市,蘿蔔,-,-,-,-,
2014,金門縣,蘿蔔,1,1,25729,38,
2014,連江縣,蘿蔔,-,-,-,-,
2014,新北市,胡蘿蔔,6,6,14703,88,
2014,台北市,胡蘿蔔,12,12,12307,146,
2014,台中市,胡蘿蔔,12,12,33307,402,
2014,台南市,胡蘿蔔,652,652,64931,42311,
2014,高雄市,胡蘿蔔,1,1,33775,21,
2014,宜蘭縣,胡蘿蔔,0,0,24000,6,
2014,桃園縣,胡蘿蔔,0,0,15800,5,
2014,新竹縣,胡蘿蔔,11,11,23603,253,
2014,苗栗縣,胡蘿蔔,1,1,21538,17,
2014,彰化縣,胡蘿蔔,793,793,40182,31859,
2014,南投縣,胡蘿蔔,-,-,-,-,
2014,雲林縣,胡蘿蔔,1210,1210,45695,55310,
2014,嘉義縣,胡蘿蔔,1,1,22692,15,
2014,屏東縣,胡蘿蔔,0,0,17000,7,
2014,台東縣,胡蘿蔔,-,-,-,-,
2014,花蓮縣,胡蘿蔔,3,3,17094,45,
2014,澎湖縣,胡蘿蔔,8,8,10011,84,
2014,基隆市,胡蘿蔔,-,-,-,-,
2014,新竹市,胡蘿蔔,0,0,17833,5,
2014,嘉義市,胡蘿蔔,-,-,-,-,
2014,金門縣,胡蘿蔔,0,0,24777,9,
2014,連江縣,胡蘿蔔,-,-,-,-,
2014,新北市,其他根菜類,1,1,15000,13,
2014,台北市,其他根菜類,-,-,-,-,
2014,台中市,其他根菜類,1,1,24000,12,
2014,台南市,其他根菜類,67,67,21214,1413,
2014,高雄市,其他根菜類,131,131,18514,2417,
2014,宜蘭縣,其他根菜類,-,-,-,-,
2014,桃園縣,其他根菜類,0,0,15000,2,
2014,新竹縣,其他根菜類,1,1,12069,7,
2014,苗栗縣,其他根菜類,-,-,-,-,
2014,彰化縣,其他根菜類,6,6,20957,132,
2014,南投縣,其他根菜類,1,1,14000,20,
2014,雲林縣,其他根菜類,176,176,26871,4719,
2014,嘉義縣,其他根菜類,261,261,30764,8020,
2014,屏東縣,其他根菜類,138,138,21653,2997,
2014,台東縣,其他根菜類,-,-,-,-,
2014,花蓮縣,其他根菜類,1,1,20000,10,
2014,澎湖縣,其他根菜類,-,-,-,-,
2014,基隆市,其他根菜類,-,-,-,-,
2014,新竹市,其他根菜類,0,0,15500,2,
2014,嘉義市,其他根菜類,-,-,-,-,
2014,金門縣,其他根菜類,-,-,-,-,
2014,連江縣,其他根菜類,-,-,-,-,
2014,新北市,薑,9,9,19157,170,
2014,台北市,薑,2,2,8300,20,
2014,台中市,薑,64,64,17679,1136,
2014,台南市,薑,1,1,13143,9,
2014,高雄市,薑,20,20,22258,455,
2014,宜蘭縣,薑,44,44,37781,1678,
2014,桃園縣,薑,7,7,40000,278,
2014,新竹縣,薑,20,20,14772,294,
2014,苗栗縣,薑,88,88,25490,2231,
2014,彰化縣,薑,0,0,16000,3,
2014,南投縣,薑,217,217,36608,7950,
2014,雲林縣,薑,3,3,25000,63,
2014,嘉義縣,薑,27,27,24801,673,
2014,屏東縣,薑,5,5,17850,91,
2014,台東縣,薑,204,204,30214,6171,
2014,花蓮縣,薑,39,39,16261,639,
2014,澎湖縣,薑,-,-,-,-,
2014,基隆市,薑,-,-,-,-,
2014,新竹市,薑,-,-,-,-,
2014,嘉義市,薑,1,1,9800,5,
2014,金門縣,薑,-,-,-,-,
2014,連江縣,薑,-,-,-,-,
2014,新北市,芋,84,84,12475,1042,
2014,台北市,芋,4,4,14039,50,
2014,台中市,芋,731,731,20412,14929,
2014,台南市,芋,79,79,21676,1716,
2014,高雄市,芋,52,52,14301,740,
2014,宜蘭縣,芋,26,26,18078,462,
2014,桃園縣,芋,5,5,12498,59,
2014,新竹縣,芋,21,21,15171,323,
2014,苗栗縣,芋,590,590,18658,11004,
2014,彰化縣,芋,22,22,20689,454,
2014,南投縣,芋,29,29,14181,416,
2014,雲林縣,芋,64,64,21796,1394,
2014,嘉義縣,芋,71,71,16437,1168,
2014,屏東縣,芋,436,436,15807,6893,
2014,台東縣,芋,109,109,7520,821,
2014,花蓮縣,芋,121,121,14703,1774,
2014,澎湖縣,芋,0,0,4823,1,
2014,基隆市,芋,0,0,10143,1,
2014,新竹市,芋,7,7,13174,98,
2014,嘉義市,芋,4,4,12194,50,
2014,金門縣,芋,8,8,25244,213,
2014,連江縣,芋,-,-,-,-,
2014,新北市,馬鈴薯,-,-,-,-,
2014,台北市,馬鈴薯,-,-,-,-,
2014,台中市,馬鈴薯,522,522,22790,11890,
2014,台南市,馬鈴薯,75,75,22726,1715,
2014,高雄市,馬鈴薯,0,0,16000,2,
2014,宜蘭縣,馬鈴薯,-,-,-,-,
2014,桃園縣,馬鈴薯,-,-,-,-,
2014,新竹縣,馬鈴薯,-,-,-,-,
2014,苗栗縣,馬鈴薯,5,5,17500,88,
2014,彰化縣,馬鈴薯,16,16,22368,365,
2014,南投縣,馬鈴薯,2,2,21000,34,
2014,雲林縣,馬鈴薯,1172,1172,25715,30149,
2014,嘉義縣,馬鈴薯,495,495,24013,11890,
2014,屏東縣,馬鈴薯,-,-,-,-,
2014,台東縣,馬鈴薯,-,-,-,-,
2014,花蓮縣,馬鈴薯,0,0,18000,5,
2014,澎湖縣,馬鈴薯,-,-,-,-,
2014,基隆市,馬鈴薯,-,-,-,-,
2014,新竹市,馬鈴薯,-,-,-,-,
2014,嘉義市,馬鈴薯,8,8,15500,116,
2014,金門縣,馬鈴薯,2,2,21310,32,
2014,連江縣,馬鈴薯,-,-,-,-,
2014,新北市,蔥,95,95,12057,1150,
2014,台北市,蔥,10,10,11105,110,
2014,台中市,蔥,145,145,20372,2964,
2014,台南市,蔥,35,35,16990,599,
2014,高雄市,蔥,221,221,15130,3336,
2014,宜蘭縣,蔥,631,631,23536,14843,
2014,桃園縣,蔥,37,37,15929,591,
2014,新竹縣,蔥,49,49,17010,841,
2014,苗栗縣,蔥,57,57,15814,906,
2014,彰化縣,蔥,1685,1685,26081,43959,
2014,南投縣,蔥,17,17,13180,230,
2014,雲林縣,蔥,1509,1509,21810,32921,
2014,嘉義縣,蔥,73,73,17339,1266,
2014,屏東縣,蔥,57,57,16475,947,
2014,台東縣,蔥,16,16,15263,249,
2014,花蓮縣,蔥,33,33,11930,391,
2014,澎湖縣,蔥,25,25,7834,197,
2014,基隆市,蔥,1,1,9785,6,
2014,新竹市,蔥,6,6,16690,92,
2014,嘉義市,蔥,1,1,32154,21,
2014,金門縣,蔥,2,2,18420,28,
2014,連江縣,蔥,-,-,-,-,
2014,新北市,蔥頭,-,-,-,-,
2014,台北市,蔥頭,-,-,-,-,
2014,台中市,蔥頭,-,-,-,-,
2014,台南市,蔥頭,1570,1570,11834,18575,
2014,高雄市,蔥頭,0,0,8000,0,
2014,宜蘭縣,蔥頭,-,-,-,-,
2014,桃園縣,蔥頭,-,-,-,-,
2014,新竹縣,蔥頭,0,0,7182,2,
2014,苗栗縣,蔥頭,-,-,-,-,
2014,彰化縣,蔥頭,-,-,-,-,
2014,南投縣,蔥頭,-,-,-,-,
2014,雲林縣,蔥頭,31,31,11278,351,
2014,嘉義縣,蔥頭,85,85,10815,920,
2014,屏東縣,蔥頭,-,-,-,-,
2014,台東縣,蔥頭,1,1,10000,5,
2014,花蓮縣,蔥頭,-,-,-,-,
2014,澎湖縣,蔥頭,-,-,-,-,
2014,基隆市,蔥頭,-,-,-,-,
2014,新竹市,蔥頭,-,-,-,-,
2014,嘉義市,蔥頭,-,-,-,-,
2014,金門縣,蔥頭,-,-,-,-,
2014,連江縣,蔥頭,-,-,-,-,
2014,新北市,洋蔥,-,-,-,-,
2014,台北市,洋蔥,-,-,-,-,
2014,台中市,洋蔥,-,-,-,-,
2014,台南市,洋蔥,12,12,42108,504,
2014,高雄市,洋蔥,55,55,49968,2738,
2014,宜蘭縣,洋蔥,-,-,-,-,
2014,桃園縣,洋蔥,-,-,-,-,
2014,新竹縣,洋蔥,-,-,-,-,
2014,苗栗縣,洋蔥,-,-,-,-,
2014,彰化縣,洋蔥,299,299,52198,15595,
2014,南投縣,洋蔥,-,-,-,-,
2014,雲林縣,洋蔥,171,171,36352,6223,
2014,嘉義縣,洋蔥,81,81,52380,4256,
2014,屏東縣,洋蔥,534,534,62692,33490,
2014,台東縣,洋蔥,35,35,43000,1486,
2014,花蓮縣,洋蔥,1,1,36000,32,
2014,澎湖縣,洋蔥,-,-,-,-,
2014,基隆市,洋蔥,-,-,-,-,
2014,新竹市,洋蔥,-,-,-,-,
2014,嘉義市,洋蔥,-,-,-,-,
2014,金門縣,洋蔥,-,-,-,-,
2014,連江縣,洋蔥,-,-,-,-,
2014,新北市,韭菜,29,29,13020,377,
2014,台北市,韭菜,0,0,4500,0,
2014,台中市,韭菜,18,18,15576,276,
2014,台南市,韭菜,1,1,10182,11,
2014,高雄市,韭菜,7,7,20155,148,
2014,宜蘭縣,韭菜,37,37,16491,617,
2014,桃園縣,韭菜,85,85,48509,4143,
2014,新竹縣,韭菜,12,12,13740,159,
2014,苗栗縣,韭菜,2,2,16296,40,
2014,彰化縣,韭菜,687,687,51396,35284,
2014,南投縣,韭菜,1,1,17692,23,
2014,雲林縣,韭菜,0,0,18671,8,
2014,嘉義縣,韭菜,0,0,10000,4,
2014,屏東縣,韭菜,13,13,11833,151,
2014,台東縣,韭菜,3,3,18222,60,
2014,花蓮縣,韭菜,69,69,16185,1116,
2014,澎湖縣,韭菜,-,-,-,-,
2014,基隆市,韭菜,1,1,9724,6,
2014,新竹市,韭菜,1,1,12500,6,
2014,嘉義市,韭菜,-,-,-,-,
2014,金門縣,韭菜,-,-,-,-,
2014,連江縣,韭菜,-,-,-,-,
2014,新北市,蒜,25,25,12874,317,
2014,台北市,蒜,1,1,1150,1,
2014,台中市,蒜,10,10,14947,156,
2014,台南市,蒜,0,0,17739,4,
2014,高雄市,蒜,4,4,17781,65,
2014,宜蘭縣,蒜,149,149,21087,3145,
2014,桃園縣,蒜,3,3,14238,37,
2014,新竹縣,蒜,9,9,15966,147,
2014,苗栗縣,蒜,19,19,14486,270,
2014,彰化縣,蒜,120,120,14239,1707,
2014,南投縣,蒜,138,138,13639,1878,
2014,雲林縣,蒜,252,252,23657,5972,
2014,嘉義縣,蒜,17,17,17832,297,
2014,屏東縣,蒜,0,0,17000,2,
2014,台東縣,蒜,1,1,21861,30,
2014,花蓮縣,蒜,8,8,10551,83,
2014,澎湖縣,蒜,3,3,10725,29,
2014,基隆市,蒜,-,-,-,-,
2014,新竹市,蒜,1,1,14000,8,
2014,嘉義市,蒜,-,-,-,-,
2014,金門縣,蒜,1,1,19194,21,
2014,連江縣,蒜,-,-,-,-,
2014,新北市,蒜頭,-,-,-,-,
2014,台北市,蒜頭,-,-,-,-,
2014,台中市,蒜頭,0,0,5731,1,
2014,台南市,蒜頭,320,320,9301,2978,
2014,高雄市,蒜頭,0,0,7000,0,
2014,宜蘭縣,蒜頭,0,0,5800,1,
2014,桃園縣,蒜頭,-,-,-,-,
2014,新竹縣,蒜頭,0,0,6000,0,
2014,苗栗縣,蒜頭,-,-,-,-,
2014,彰化縣,蒜頭,204,204,9234,1883,
2014,南投縣,蒜頭,-,-,-,-,
2014,雲林縣,蒜頭,4642,4642,11709,54350,
2014,嘉義縣,蒜頭,26,26,10089,263,
2014,屏東縣,蒜頭,-,-,-,-,
2014,台東縣,蒜頭,2,2,6783,16,
2014,花蓮縣,蒜頭,0,0,5000,1,
2014,澎湖縣,蒜頭,-,-,-,-,
2014,基隆市,蒜頭,-,-,-,-,
2014,新竹市,蒜頭,-,-,-,-,
2014,嘉義市,蒜頭,-,-,-,-,
2014,金門縣,蒜頭,1,1,5584,4,
2014,連江縣,蒜頭,-,-,-,-,
2014,新北市,荸薺,-,-,-,-,
2014,台北市,荸薺,-,-,-,-,
2014,台中市,荸薺,-,-,-,-,
2014,台南市,荸薺,3,3,21240,55,
2014,高雄市,荸薺,-,-,-,-,
2014,宜蘭縣,荸薺,-,-,-,-,
2014,桃園縣,荸薺,-,-,-,-,
2014,新竹縣,荸薺,-,-,-,-,
2014,苗栗縣,荸薺,-,-,-,-,
2014,彰化縣,荸薺,2,2,19896,38,
2014,南投縣,荸薺,-,-,-,-,
2014,雲林縣,荸薺,-,-,-,-,
2014,嘉義縣,荸薺,5,5,16460,87,
2014,屏東縣,荸薺,-,-,-,-,
2014,台東縣,荸薺,-,-,-,-,
2014,花蓮縣,荸薺,-,-,-,-,
2014,澎湖縣,荸薺,-,-,-,-,
2014,基隆市,荸薺,-,-,-,-,
2014,新竹市,荸薺,-,-,-,-,
2014,嘉義市,荸薺,-,-,-,-,
2014,金門縣,荸薺,-,-,-,-,
2014,連江縣,荸薺,-,-,-,-,
2014,新北市,竹筍,3133,3116,5111,15928,
2014,台北市,竹筍,887,887,3960,3514,
2014,台中市,竹筍,939,933,12393,11562,
2014,台南市,竹筍,3800,3789,10366,39273,
2014,高雄市,竹筍,1726,1722,12269,21124,
2014,宜蘭縣,竹筍,247,247,12958,3201,
2014,桃園縣,竹筍,948,948,5808,5504,
2014,新竹縣,竹筍,406,406,6862,2787,
2014,苗栗縣,竹筍,1168,1167,10315,12037,
2014,彰化縣,竹筍,347,345,15898,5477,
2014,南投縣,竹筍,2314,2314,9722,22501,
2014,雲林縣,竹筍,3961,3959,22111,87548,
